                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    150,                 1.1132,                 0.6707,                0.87401,                0.46162,                0.34248,                0.33147,                0.18623,                 1.5466,                 1.9331,                 1.0143,             9.7107e-05,             9.7107e-05,             9.7107e-05
                    151,                 1.0717,                0.66018,                0.87536,                0.44215,                0.34619,                0.33328,                0.18451,                 1.5376,                 1.9032,                 1.0058,             9.5275e-05,             9.5275e-05,             9.5275e-05
                    152,                 1.0888,                0.65546,                0.86885,                0.38756,                0.37604,                 0.3231,                0.18439,                  1.542,                 1.9226,                 1.0095,             9.3444e-05,             9.3444e-05,             9.3444e-05
                    153,                 1.0789,                0.66474,                0.87043,                 0.3966,                0.37577,                0.32725,                0.18346,                 1.5557,                 1.8881,                 1.0143,             9.1612e-05,             9.1612e-05,             9.1612e-05
                    154,                 1.1192,                0.67075,                0.87031,                0.38866,                0.37268,                0.32794,                0.18211,                 1.5531,                 1.8739,                 1.0064,             8.9781e-05,             8.9781e-05,             8.9781e-05
                    155,                 1.0959,                0.66356,                0.87055,                0.39407,                0.43303,                0.35415,                 0.1942,                 1.5617,                 1.8826,                 1.0145,             8.7949e-05,             8.7949e-05,             8.7949e-05
                    156,                 1.1057,                0.66347,                0.87174,                0.37015,                0.38452,                0.32192,                 0.1824,                 1.5745,                 1.9773,                 1.0203,             8.6117e-05,             8.6117e-05,             8.6117e-05
                    157,                 1.0648,                0.64103,                0.87011,                0.40363,                 0.3532,                0.32419,                0.18012,                 1.5836,                 1.9959,                 1.0258,             8.4286e-05,             8.4286e-05,             8.4286e-05
                    158,                 1.0757,                0.65145,                 0.8646,                0.39655,                0.37153,                0.31737,                0.17656,                 1.5687,                 1.9181,                 1.0211,             8.2454e-05,             8.2454e-05,             8.2454e-05
                    159,                 1.0677,                0.65158,                0.86969,                0.39926,                0.35757,                0.32493,                0.18236,                 1.5623,                 1.9459,                 1.0143,             8.0623e-05,             8.0623e-05,             8.0623e-05
                    160,                  1.063,                0.64253,                0.86705,                0.47426,                0.34824,                0.33703,                0.18782,                 1.5506,                 1.9694,                 1.0161,             7.8791e-05,             7.8791e-05,             7.8791e-05
                    161,                 1.0884,                0.66133,                0.87026,                0.39177,                0.36896,                0.32519,                0.18311,                 1.5394,                 1.9777,                  1.013,              7.696e-05,              7.696e-05,              7.696e-05
                    162,                 1.0725,                0.65115,                0.86764,                0.46145,                0.35032,                0.32928,                0.18248,                  1.541,                 1.9129,                 1.0116,             7.5128e-05,             7.5128e-05,             7.5128e-05
                    163,                 1.0706,                0.65122,                0.86606,                0.48376,                0.33856,                0.34081,                 0.1875,                  1.538,                 1.9045,                 1.0094,             7.3297e-05,             7.3297e-05,             7.3297e-05
                    164,                 1.0696,                0.64729,                0.86564,                0.40342,                0.33482,                0.33168,                 0.1832,                 1.5624,                 1.9755,                  1.017,             7.1466e-05,             7.1466e-05,             7.1466e-05
                    165,                 1.0806,                 0.6475,                0.86976,                0.43298,                0.36527,                0.32197,                0.18171,                 1.5641,                 1.9753,                 1.0154,             6.9634e-05,             6.9634e-05,             6.9634e-05
                    166,                 1.0756,                0.64076,                0.86739,                0.47496,                0.33088,                0.33037,                0.18638,                 1.5454,                 1.9633,                 1.0111,             6.7803e-05,             6.7803e-05,             6.7803e-05
                    167,                 1.0605,                0.63813,                0.86515,                0.41237,                0.36729,                 0.3301,                0.18382,                 1.5588,                 1.9157,                 1.0134,             6.5971e-05,             6.5971e-05,             6.5971e-05
                    168,                 1.0476,                0.62925,                0.86741,                0.40191,                0.36727,                0.32365,                0.18105,                 1.5615,                 1.9114,                   1.02,              6.414e-05,              6.414e-05,              6.414e-05
                    169,                 1.0737,                0.65305,                0.86443,                0.39214,                0.36924,                0.32955,                0.18042,                  1.565,                 1.9141,                 1.0205,             6.2308e-05,             6.2308e-05,             6.2308e-05
                    170,                 1.0603,                0.63827,                 0.8648,                0.41682,                0.35347,                0.32173,                0.18156,                 1.5752,                 1.9239,                 1.0188,             6.0477e-05,             6.0477e-05,             6.0477e-05
                    171,                 1.0541,                0.63117,                0.86757,                0.43654,                 0.3623,                0.33315,                0.18694,                 1.5555,                 1.8923,                 1.0154,             5.8645e-05,             5.8645e-05,             5.8645e-05
                    172,                 1.0514,                0.62406,                0.86488,                 0.3971,                0.36031,                0.32573,                0.18196,                 1.5748,                 1.9778,                 1.0207,             5.6814e-05,             5.6814e-05,             5.6814e-05
                    173,                 1.0511,                0.63713,                0.86486,                0.44841,                0.35278,                0.33138,                 0.1848,                 1.5615,                 1.9019,                 1.0165,             5.4982e-05,             5.4982e-05,             5.4982e-05
                    174,                 1.0643,                0.64064,                0.86766,                0.39339,                0.37975,                0.32455,                0.18417,                 1.5635,                 1.9123,                 1.0175,             5.3151e-05,             5.3151e-05,             5.3151e-05
                    175,                 1.0413,                0.62596,                0.86258,                 0.3869,                0.37708,                0.32346,                0.18268,                 1.5571,                 1.9383,                 1.0192,             5.1319e-05,             5.1319e-05,             5.1319e-05
                    176,                 1.0441,                0.61791,                 0.8686,                0.39172,                0.37836,                0.32627,                0.18353,                 1.5438,                 1.9221,                 1.0127,             4.9488e-05,             4.9488e-05,             4.9488e-05
                    177,                 1.0515,                0.63102,                0.86155,                 0.4793,                0.34551,                0.33276,                0.18828,                 1.5528,                 1.9425,                 1.0127,             4.7656e-05,             4.7656e-05,             4.7656e-05
                    178,                 1.0666,                0.64534,                0.86177,                0.40185,                0.36028,                0.33289,                0.18993,                 1.5471,                 1.9515,                 1.0123,             4.5824e-05,             4.5824e-05,             4.5824e-05
                    179,                 1.0551,                0.63219,                0.86632,                0.38977,                0.36716,                0.33008,                0.18346,                 1.5697,                 1.9522,                 1.0196,             4.3993e-05,             4.3993e-05,             4.3993e-05
