                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     31,                 1.8538,                 1.9195,                0.96497,                0.20213,                0.27496,                0.21845,                0.11475,                 1.7521,                 2.0482,                 1.0106,             0.00031506,             0.00031506,             0.00031506
                     32,                 1.7874,                   1.82,                0.95916,                0.20756,                 0.2461,                0.19391,                0.10998,                 1.7076,                 2.1571,                0.99639,             0.00031322,             0.00031322,             0.00031322
                     33,                 1.8361,                 1.8752,                0.96432,                0.20956,                0.23233,                0.17294,                0.09758,                 1.7472,                 2.2463,                 1.0188,             0.00031139,             0.00031139,             0.00031139
                     34,                 1.8249,                 1.7904,                0.95514,                0.19686,                0.22046,                0.18818,                0.10386,                  1.737,                  2.166,                 1.0051,             0.00030956,             0.00030956,             0.00030956
                     35,                 1.7957,                 1.7497,                0.95753,                0.25582,                0.24713,                0.19053,                0.10234,                 1.7538,                 2.2894,                 1.0284,             0.00030773,             0.00030773,             0.00030773
                     36,                 1.7859,                 1.7346,                0.95548,                0.28293,                0.23893,                0.20442,                0.11006,                 1.7326,                 2.0906,                 1.0084,              0.0003059,              0.0003059,              0.0003059
                     37,                 1.7885,                 1.7073,                0.95009,                0.16941,                0.23085,                0.17826,                 0.0981,                 1.7114,                 2.2996,                 1.0085,             0.00030407,             0.00030407,             0.00030407
                     38,                 1.8065,                 1.7161,                0.95227,                 0.1933,                0.27193,                0.19253,                0.10653,                 1.7281,                 2.1618,                 1.0293,             0.00030223,             0.00030223,             0.00030223
                     39,                  1.851,                 1.7388,                0.95302,                0.16165,                 0.3058,                0.18995,                0.10123,                 1.6973,                 2.1513,                 1.0086,              0.0003004,              0.0003004,              0.0003004
                     40,                 1.7901,                 1.6752,                0.95349,                0.39564,                0.19564,                0.20637,                0.11012,                 1.8009,                 2.1799,                 1.0141,             0.00029857,             0.00029857,             0.00029857
                     41,                 1.7823,                 1.6507,                0.95072,                0.25948,                0.25435,                0.18334,                  0.097,                 1.8807,                 2.1798,                 1.0467,             0.00029674,             0.00029674,             0.00029674
                     42,                 1.7665,                 1.6196,                0.94982,                0.16855,                0.24212,                0.15743,                0.08828,                 1.7158,                 2.3575,                0.99826,             0.00029491,             0.00029491,             0.00029491
                     43,                   1.76,                 1.6147,                0.95044,                0.16606,                0.28089,                0.17598,                0.10314,                   1.69,                 2.3491,                 1.0044,             0.00029308,             0.00029308,             0.00029308
                     44,                 1.8266,                  1.652,                0.95376,                0.23441,                0.29833,                0.25527,                0.16254,                 1.6879,                 2.2273,                 1.0005,             0.00029125,             0.00029125,             0.00029125
                     45,                   1.78,                 1.5702,                0.94305,                0.21282,                0.23837,                0.20758,                0.12149,                 1.6657,                 2.2808,                0.99588,             0.00028941,             0.00028941,             0.00028941
                     46,                 1.7509,                 1.5353,                 0.9454,                0.31398,                0.23372,                0.21302,                 0.1153,                 1.7498,                 2.1114,                   1.02,             0.00028758,             0.00028758,             0.00028758
                     47,                 1.7261,                 1.5365,                0.94971,                0.25516,                0.19122,                0.17899,                0.10211,                 1.7467,                 2.4018,                 1.0046,             0.00028575,             0.00028575,             0.00028575
                     48,                 1.7465,                 1.4885,                0.94536,                0.24724,                0.22894,                0.18387,                0.10542,                 1.7422,                 2.2717,                 1.0025,             0.00028392,             0.00028392,             0.00028392
                     49,                 1.7115,                  1.488,                0.94431,                0.25572,                0.27998,                0.23454,                 0.1306,                 1.7409,                 2.1052,                 1.0106,             0.00028209,             0.00028209,             0.00028209
                     50,                 1.7123,                 1.4787,                0.93514,                0.25467,                0.25205,                0.22652,                0.12816,                 1.7117,                 2.1487,                 1.0268,             0.00028026,             0.00028026,             0.00028026
                     51,                 1.7156,                 1.4732,                0.94194,                0.21663,                0.24756,                0.20545,                0.11601,                  1.701,                 2.1976,                 1.0063,             0.00027842,             0.00027842,             0.00027842
                     52,                 1.7319,                 1.4674,                0.94791,                0.33941,                0.20704,                0.21293,                0.11789,                 1.7088,                 2.1488,                  1.014,             0.00027659,             0.00027659,             0.00027659
                     53,                 1.7264,                 1.4357,                0.94548,                0.23434,                0.27402,                0.21443,                0.11851,                 1.7558,                 2.1481,                 1.0181,             0.00027476,             0.00027476,             0.00027476
                     54,                 1.7394,                 1.4381,                0.93444,                0.35113,                0.18655,                0.20756,                0.11879,                 1.7669,                 2.2344,                 1.0105,             0.00027293,             0.00027293,             0.00027293
                     55,                  1.713,                 1.4425,                0.93642,                0.20708,                0.23997,                0.19173,                0.10813,                 1.7335,                 2.1366,                 1.0091,              0.0002711,              0.0002711,              0.0002711
                     56,                 1.7292,                 1.4493,                0.94656,                0.16893,                0.27863,                0.20783,                0.11823,                  1.739,                 2.1233,                 1.0142,             0.00026927,             0.00026927,             0.00026927
                     57,                 1.6866,                 1.3701,                0.93359,                0.22315,                0.25469,                0.24762,                0.14018,                 1.7872,                 2.3568,                 1.0267,             0.00026744,             0.00026744,             0.00026744
                     58,                 1.6986,                 1.3987,                0.93366,                0.14712,                0.28017,                0.17606,                0.10376,                 1.7352,                 2.3679,                 1.0163,              0.0002656,              0.0002656,              0.0002656
                     59,                 1.6935,                  1.392,                0.93494,                0.20042,                0.23373,                0.21226,                0.11645,                 1.7077,                 2.1779,                  1.008,             0.00026377,             0.00026377,             0.00026377
                     60,                 1.6768,                  1.395,                0.93243,                0.23146,                0.23883,                0.22345,                0.12585,                 1.7574,                 2.1176,                 1.0085,             0.00026194,             0.00026194,             0.00026194
                     61,                  1.698,                 1.3703,                0.93059,                0.21329,                 0.2642,                0.22204,                0.12753,                 1.7289,                 2.2168,                0.99859,             0.00026011,             0.00026011,             0.00026011
                     62,                 1.6784,                 1.3213,                0.93304,                0.36436,                 0.2548,                0.20229,                0.11309,                 1.7452,                 2.1046,                 1.0149,             0.00025828,             0.00025828,             0.00025828
                     63,                 1.6527,                 1.3423,                0.93679,                 0.2872,                0.25256,                 0.2201,                0.12267,                 1.7614,                 2.1782,                 1.0318,             0.00025645,             0.00025645,             0.00025645
                     64,                 1.7225,                 1.3606,                0.92913,                0.25139,                0.25074,                0.18339,                0.10588,                 1.7515,                 2.4477,                 1.0051,             0.00025462,             0.00025462,             0.00025462
                     65,                 1.6522,                 1.3014,                0.92606,                0.25448,                0.25909,                0.26287,                   0.16,                   1.71,                 2.1668,                 1.0054,             0.00025278,             0.00025278,             0.00025278
                     66,                  1.646,                 1.2875,                0.92128,                0.29062,                0.28657,                0.22565,                0.13135,                 1.7096,                 2.1356,                 1.0034,             0.00025095,             0.00025095,             0.00025095
                     67,                 1.6575,                 1.2803,                0.93016,                0.22949,                0.25788,                0.20166,                0.11338,                 1.7539,                 2.3608,                 1.0268,             0.00024912,             0.00024912,             0.00024912
                     68,                 1.6601,                 1.2753,                0.92781,                0.22619,                0.28817,                0.24361,                0.13293,                 1.7572,                 2.1328,                 1.0241,             0.00024729,             0.00024729,             0.00024729
                     69,                 1.6221,                 1.2532,                0.92992,                0.21021,                0.29101,                 0.2141,                 0.1216,                  1.753,                 2.2604,                 1.0193,             0.00024546,             0.00024546,             0.00024546
                     70,                 1.6717,                 1.2598,                0.92395,                0.31054,                0.21657,                0.22059,                0.12573,                 1.7255,                 2.2775,                 1.0133,             0.00024363,             0.00024363,             0.00024363
                     71,                 1.6365,                 1.2328,                0.92016,                0.20603,                0.28444,                0.22794,                0.13416,                 1.7558,                 2.2654,                 1.0286,             0.00024179,             0.00024179,             0.00024179
                     72,                 1.6546,                 1.2592,                0.91772,                0.21296,                0.30686,                0.22911,                0.13559,                 1.6978,                 2.1395,                 1.0106,             0.00023996,             0.00023996,             0.00023996
                     73,                 1.6082,                 1.2134,                0.92342,                 0.1756,                 0.2949,                0.18768,                0.10515,                 1.7405,                 2.2043,                 1.0263,             0.00023813,             0.00023813,             0.00023813
                     74,                 1.6697,                 1.2891,                0.92656,                0.18661,                0.28844,                0.19355,                0.11023,                 1.7442,                 2.1966,                 1.0205,              0.0002363,              0.0002363,              0.0002363
                     75,                 1.6348,                 1.2223,                 0.9222,                0.18841,                0.25019,                0.22379,                0.13038,                 1.7304,                 2.3506,                 1.0169,             0.00023447,             0.00023447,             0.00023447
                     76,                 1.6314,                 1.1886,                0.92706,                0.23403,                0.31135,                0.25631,                0.16742,                 1.7133,                  2.307,                 1.0131,             0.00023264,             0.00023264,             0.00023264
                     77,                 1.5705,                 1.1311,                0.92453,                0.23329,                0.35321,                 0.2594,                0.15915,                 1.7231,                   2.19,                 1.0084,             0.00023081,             0.00023081,             0.00023081
                     78,                 1.6232,                 1.1928,                0.91891,                0.34414,                0.24127,                 0.2173,                0.12971,                 1.7317,                 2.3979,                 1.0289,             0.00022897,             0.00022897,             0.00022897
                     79,                 1.5902,                 1.1705,                0.91802,                0.24195,                0.29248,                0.23883,                0.13973,                 1.7253,                 2.2378,                 1.0142,             0.00022714,             0.00022714,             0.00022714
                     80,                 1.6311,                 1.1826,                0.91537,                 0.2226,                0.28542,                0.20782,                0.11683,                 1.7246,                 2.2757,                 1.0255,             0.00022531,             0.00022531,             0.00022531
                     81,                 1.6187,                 1.1908,                0.92078,                0.23104,                0.31706,                0.22659,                0.12838,                 1.7539,                 2.1532,                 1.0138,             0.00022348,             0.00022348,             0.00022348
                     82,                 1.6564,                 1.1818,                0.92343,                0.29145,                0.27879,                0.27949,                 0.1577,                 1.7976,                 2.2915,                 1.0373,             0.00022165,             0.00022165,             0.00022165
                     83,                 1.6081,                 1.1529,                0.92453,                0.21861,                0.25748,                 0.2421,                0.13917,                  1.757,                 2.0449,                 1.0122,             0.00021982,             0.00021982,             0.00021982
                     84,                 1.6509,                 1.1631,                0.92211,                0.22955,                0.28126,                0.22145,                0.12919,                 1.7095,                 2.2278,                 1.0068,             0.00021799,             0.00021799,             0.00021799
                     85,                 1.5728,                 1.1236,                0.92517,                0.19055,                0.26335,                0.21072,                0.11942,                 1.6914,                 2.2155,                0.99735,             0.00021615,             0.00021615,             0.00021615
                     86,                 1.6109,                 1.1533,                0.91832,                0.21435,                0.30913,                0.26622,                0.15657,                 1.7131,                 2.2976,                 1.0017,             0.00021432,             0.00021432,             0.00021432
                     87,                 1.5904,                 1.1225,                0.91455,                0.17432,                0.25533,                0.18664,                0.11102,                 1.6989,                 2.3252,                 1.0168,             0.00021249,             0.00021249,             0.00021249
                     88,                 1.5998,                 1.1503,                0.90665,                0.17287,                0.32978,                0.20361,                0.11876,                 1.7004,                 2.2729,                  1.005,             0.00021066,             0.00021066,             0.00021066
                     89,                 1.5975,                 1.1409,                0.90844,                0.29282,                0.24626,                0.18224,                0.10351,                  1.734,                  2.147,                 1.0225,             0.00020883,             0.00020883,             0.00020883
                     90,                 1.5876,                 1.1245,                0.91102,                0.26787,                0.25666,                0.19976,                0.11115,                 1.7921,                 2.2603,                 1.0248,               0.000207,               0.000207,               0.000207
                     91,                 1.6054,                 1.1314,                0.91411,                0.19777,                0.20668,                0.18575,                0.10618,                 1.7584,                 2.3368,                 1.0205,             0.00020516,             0.00020516,             0.00020516
                     92,                 1.5799,                 1.1276,                0.91497,                0.22188,                0.21557,                0.20247,                0.11648,                 1.7137,                 2.3279,                 1.0068,             0.00020333,             0.00020333,             0.00020333
                     93,                 1.5728,                 1.1061,                0.90816,                0.28432,                0.23085,                0.21921,                0.12357,                 1.6907,                 2.0964,                 1.0088,              0.0002015,              0.0002015,              0.0002015
                     94,                 1.5947,                 1.1423,                0.90548,                0.22721,                0.24733,                0.22244,                0.12832,                 1.7875,                 2.3874,                 1.0242,             0.00019967,             0.00019967,             0.00019967
                     95,                 1.5964,                 1.0947,                0.90879,                0.23904,                0.25601,                0.22319,                0.12848,                 1.7454,                 2.2868,                 1.0154,             0.00019784,             0.00019784,             0.00019784
                     96,                 1.5528,                 1.0809,                0.90802,                0.18196,                0.27869,                0.19093,                0.10911,                 1.7433,                 2.3934,                 1.0269,             0.00019601,             0.00019601,             0.00019601
                     97,                 1.5853,                 1.1025,                0.91108,                0.18522,                0.30964,                0.19406,                 0.1051,                 1.7243,                  2.208,                 1.0188,             0.00019418,             0.00019418,             0.00019418
                     98,                 1.5606,                 1.0775,                0.90969,                0.17856,                0.28335,                0.19577,                0.10552,                 1.7611,                 2.1299,                  1.033,             0.00019234,             0.00019234,             0.00019234
                     99,                 1.5597,                 1.0646,                 0.9034,                0.21396,                0.23684,                0.20698,                0.11205,                 1.7729,                 2.0756,                  1.025,             0.00019051,             0.00019051,             0.00019051
                    100,                  1.572,                 1.0925,                0.90486,                0.19407,                0.26642,                0.21026,                0.11589,                 1.7778,                 2.1978,                 1.0236,             0.00018868,             0.00018868,             0.00018868
                    101,                 1.5585,                 1.0563,                0.91184,                0.29538,                0.18279,                0.20929,                0.11943,                 1.7857,                 2.2695,                 1.0256,             0.00018685,             0.00018685,             0.00018685
                    102,                 1.5663,                 1.0432,                0.90583,                0.25296,                0.25564,                0.24269,                0.14066,                  1.743,                 2.2757,                 1.0189,             0.00018502,             0.00018502,             0.00018502
                    103,                 1.5468,                 1.0646,                0.90263,                0.22653,                 0.2985,                0.26893,                0.16986,                 1.6869,                 2.2269,                 1.0131,             0.00018319,             0.00018319,             0.00018319
                    104,                  1.516,                  1.046,                0.90762,                0.31636,                0.26941,                0.28196,                0.16677,                 1.7543,                 2.1667,                 1.0231,             0.00018136,             0.00018136,             0.00018136
                    105,                 1.5364,                 1.0421,                0.90141,                0.23256,                0.30794,                0.22826,                0.13269,                 1.7587,                 2.1107,                  1.023,             0.00017952,             0.00017952,             0.00017952
                    106,                 1.5424,                  1.061,                0.90979,                0.23617,                 0.3263,                0.24137,                0.14062,                 1.7165,                 2.2179,                 1.0155,             0.00017769,             0.00017769,             0.00017769
                    107,                 1.5356,                  1.046,                0.90262,                0.22626,                0.25976,                0.21916,                0.12319,                  1.743,                 2.2145,                 1.0146,             0.00017586,             0.00017586,             0.00017586
                    108,                 1.5268,                 1.0504,                0.90119,                  0.196,                0.22184,                 0.2025,                0.11679,                 1.7926,                 2.5243,                 1.0324,             0.00017403,             0.00017403,             0.00017403
                    109,                 1.5274,                 1.0197,                 0.8998,                0.26531,                0.30488,                0.23217,                0.13257,                 1.7206,                 2.1837,                 1.0158,              0.0001722,              0.0001722,              0.0001722
                    110,                 1.5256,                 1.0055,                 0.9037,                0.22839,                0.24309,                0.21479,                0.12191,                 1.7072,                 2.2377,                 1.0156,             0.00017037,             0.00017037,             0.00017037
                    111,                 1.5366,                  1.022,                0.90094,                0.24387,                0.28715,                0.22617,                0.13513,                 1.6882,                 2.2463,                 1.0062,             0.00016853,             0.00016853,             0.00016853
                    112,                 1.5083,                 1.0315,                0.90104,                0.32903,                0.23394,                0.24367,                0.13849,                 1.7297,                 2.1601,                 1.0107,              0.0001667,              0.0001667,              0.0001667
                    113,                 1.5063,                 1.0182,                0.89547,                0.25359,                0.25696,                0.26498,                0.16564,                 1.7266,                 2.3557,                 1.0163,             0.00016487,             0.00016487,             0.00016487
                    114,                 1.5294,                 1.0001,                 0.8966,                0.17182,                0.24772,                 0.2059,                0.11924,                 1.7259,                 2.2814,                 1.0219,             0.00016304,             0.00016304,             0.00016304
                    115,                 1.5309,                 1.0139,                0.89922,                0.22413,                0.26747,                0.26792,                0.17061,                 1.7588,                 2.3049,                 1.0281,             0.00016121,             0.00016121,             0.00016121
                    116,                 1.4967,                0.98712,                 0.8998,                0.26731,                0.18348,                0.20835,                0.12201,                 1.7695,                 2.3805,                 1.0225,             0.00015938,             0.00015938,             0.00015938
                    117,                 1.5205,                  1.008,                0.90113,                0.27253,                 0.2066,                 0.2271,                0.13179,                 1.7392,                 2.2949,                  1.017,             0.00015755,             0.00015755,             0.00015755
                    118,                 1.5342,                 1.0253,                0.89522,                0.19462,                0.26968,                0.23154,                0.13159,                 1.7275,                 2.1792,                 1.0133,             0.00015571,             0.00015571,             0.00015571
                    119,                 1.5111,                 1.0157,                0.89918,                0.21096,                0.33692,                0.22595,                0.12598,                 1.7334,                 2.2565,                 1.0192,             0.00015388,             0.00015388,             0.00015388
                    120,                 1.5185,                 1.0118,                0.89582,                0.19311,                0.30728,                0.22215,                0.12492,                  1.717,                 2.2429,                 1.0134,             0.00015205,             0.00015205,             0.00015205
                    121,                 1.4871,                0.97626,                0.89488,                0.22659,                0.25573,                0.21389,                0.12022,                 1.7205,                 2.3017,                 1.0155,             0.00015022,             0.00015022,             0.00015022
                    122,                 1.5206,                 0.9927,                0.89766,                0.24838,                0.34036,                0.28716,                0.15917,                 1.7378,                 2.2443,                 1.0133,             0.00014839,             0.00014839,             0.00014839
                    123,                 1.4932,                0.97257,                0.89487,                0.21712,                0.32538,                0.27182,                0.15303,                  1.728,                 2.3319,                 1.0111,             0.00014656,             0.00014656,             0.00014656
                    124,                 1.4708,                0.97567,                0.89926,                0.25635,                0.26644,                0.22199,                0.12233,                  1.748,                  2.191,                 1.0175,             0.00014473,             0.00014473,             0.00014473
                    125,                 1.4933,                0.97549,                0.89142,                0.18752,                0.31425,                0.25605,                0.14696,                 1.7743,                 2.2778,                 1.0221,             0.00014289,             0.00014289,             0.00014289
                    126,                 1.4937,                 0.9735,                0.89666,                0.16313,                 0.2461,                0.20409,                0.11623,                 1.7655,                 2.3035,                 1.0269,             0.00014106,             0.00014106,             0.00014106
                    127,                 1.4925,                0.99469,                0.89119,                0.19083,                0.23225,                0.22181,                0.12575,                 1.7339,                 2.3017,                 1.0233,             0.00013923,             0.00013923,             0.00013923
                    128,                 1.4947,                0.96299,                0.89463,                 0.1972,                0.25055,                0.22205,                  0.123,                 1.7452,                 2.3007,                 1.0145,              0.0001374,              0.0001374,              0.0001374
                    129,                 1.4623,                0.93995,                0.89014,                 0.2792,                0.23482,                 0.2258,                0.12179,                 1.7444,                 2.1308,                 1.0234,             0.00013557,             0.00013557,             0.00013557
                    130,                 1.4852,                 0.9422,                0.88927,                0.19908,                0.26283,                0.21263,                  0.119,                 1.7389,                 2.1709,                 1.0187,             0.00013374,             0.00013374,             0.00013374
                    131,                 1.4573,                0.94069,                0.89283,                0.23478,                0.31732,                0.23912,                0.13483,                 1.7384,                 2.2393,                 1.0148,             0.00013191,             0.00013191,             0.00013191
                    132,                 1.4812,                0.94931,                0.89307,                0.17629,                  0.244,                 0.2077,                0.11323,                 1.8002,                  2.296,                 1.0326,             0.00013007,             0.00013007,             0.00013007
                    133,                 1.4616,                0.95377,                0.89377,                 0.2766,                0.24462,                 0.2251,                0.12343,                 1.8197,                  2.246,                 1.0275,             0.00012824,             0.00012824,             0.00012824
                    134,                 1.4963,                0.95795,                0.88885,                0.26058,                0.21721,                0.21383,                0.12108,                 1.7793,                 2.3112,                 1.0242,             0.00012641,             0.00012641,             0.00012641
                    135,                 1.4804,                0.95444,                0.88968,                0.23664,                0.25351,                0.19736,                0.10847,                 1.8318,                 2.2339,                 1.0406,             0.00012458,             0.00012458,             0.00012458
                    136,                 1.4777,                0.94628,                0.88813,                 0.2343,                0.23375,                0.19085,                 0.1075,                 1.7719,                 2.3087,                 1.0212,             0.00012275,             0.00012275,             0.00012275
                    137,                  1.418,                0.90826,                0.88905,                0.25587,                0.20442,                0.19665,                0.11096,                 1.7839,                 2.4038,                 1.0232,             0.00012092,             0.00012092,             0.00012092
                    138,                  1.452,                0.92534,                0.88294,                0.19335,                0.27952,                 0.2006,                0.11025,                 1.7677,                 2.2349,                 1.0215,             0.00011908,             0.00011908,             0.00011908
                    139,                 1.4551,                0.95187,                0.89073,                0.19044,                 0.2348,                0.20688,                 0.1188,                 1.7474,                 2.2775,                 1.0194,             0.00011725,             0.00011725,             0.00011725
                    140,                 1.4744,                0.95109,                0.89092,                0.24301,                0.31546,                0.26442,                0.14901,                 1.7374,                 2.2465,                 1.0185,             0.00011542,             0.00011542,             0.00011542
                    141,                 1.4547,                0.93194,                0.89271,                0.20961,                0.34651,                0.27192,                 0.1568,                 1.7547,                 2.1745,                 1.0174,             0.00011359,             0.00011359,             0.00011359
                    142,                 1.4451,                0.92377,                0.88748,                0.22929,                0.29803,                0.23774,                0.13689,                 1.7647,                 2.3243,                 1.0209,             0.00011176,             0.00011176,             0.00011176
                    143,                 1.4813,                0.93858,                0.88652,                0.18375,                0.24768,                0.20758,                0.11756,                 1.7569,                  2.342,                 1.0213,             0.00010993,             0.00010993,             0.00010993
                    144,                  1.456,                0.92194,                0.88446,                0.27667,                0.25292,                0.21264,                 0.1193,                 1.7748,                 2.3523,                 1.0308,              0.0001081,              0.0001081,              0.0001081
                    145,                 1.4617,                0.92271,                0.88401,                0.27687,                 0.2363,                0.21013,                0.11917,                 1.7553,                 2.3543,                 1.0227,             0.00010626,             0.00010626,             0.00010626
                    146,                 1.4352,                0.92324,                 0.8859,                0.25846,                0.22626,                0.24914,                0.14851,                  1.768,                 2.4002,                 1.0291,             0.00010443,             0.00010443,             0.00010443
                    147,                 1.4227,                0.89902,                0.88418,                0.29336,                0.20135,                0.20572,                0.11464,                 1.7887,                 2.2898,                 1.0352,              0.0001026,              0.0001026,              0.0001026
                    148,                  1.435,                0.91988,                0.89008,                0.27176,                0.22883,                0.20337,                0.11393,                 1.7664,                 2.2065,                 1.0225,             0.00010077,             0.00010077,             0.00010077
                    149,                 1.4541,                0.92262,                 0.8869,                0.18513,                0.26186,                 0.2123,                0.12056,                 1.7713,                 2.2235,                 1.0249,             9.8938e-05,             9.8938e-05,             9.8938e-05
                    150,                 1.4326,                0.91645,                0.88529,                0.19493,                0.24523,                0.19772,                0.11092,                 1.7529,                 2.3472,                 1.0175,             9.7107e-05,             9.7107e-05,             9.7107e-05
                    151,                 1.4201,                0.89801,                0.88799,                0.26902,                0.23793,                0.21248,                0.11894,                 1.7308,                 2.3018,                 1.0163,             9.5275e-05,             9.5275e-05,             9.5275e-05
                    152,                 1.4432,                0.90597,                0.88832,                0.27175,                0.24667,                0.20848,                0.11667,                 1.7204,                 2.3192,                 1.0132,             9.3444e-05,             9.3444e-05,             9.3444e-05
