                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                 1.4433,                0.91141,                0.88445,                 0.3324,                0.18478,                0.20725,                0.11612,                 1.7452,                  2.408,                 1.0201,             9.1612e-05,             9.1612e-05,             9.1612e-05
                    154,                 1.4279,                0.89099,                0.88385,                0.18429,                 0.2744,                0.21312,                0.12052,                 1.7127,                 2.2359,                  1.011,             8.9781e-05,             8.9781e-05,             8.9781e-05
                    155,                  1.433,                0.89469,                0.88452,                0.29463,                0.22813,                 0.2115,                0.11833,                 1.7746,                 2.2448,                 1.0193,             8.7949e-05,             8.7949e-05,             8.7949e-05
                    156,                 1.4365,                0.90641,                0.88219,                0.30326,                0.21062,                 0.2164,                0.12201,                 1.7665,                 2.2888,                 1.0228,             8.6117e-05,             8.6117e-05,             8.6117e-05
                    157,                 1.4342,                0.89132,                0.88709,                0.23485,                 0.3052,                0.26284,                0.15846,                 1.7692,                 2.3041,                 1.0236,             8.4286e-05,             8.4286e-05,             8.4286e-05
                    158,                 1.4519,                0.92515,                0.88586,                0.26397,                0.24185,                0.22635,                0.13314,                 1.7645,                 2.3085,                 1.0222,             8.2454e-05,             8.2454e-05,             8.2454e-05
                    159,                 1.4276,                0.89508,                0.88024,                0.25098,                0.24361,                0.25038,                0.14898,                 1.7664,                 2.3729,                 1.0259,             8.0623e-05,             8.0623e-05,             8.0623e-05
                    160,                 1.4422,                0.89714,                0.88655,                0.22751,                0.31957,                0.26071,                0.15362,                 1.7566,                 2.3096,                 1.0201,             7.8791e-05,             7.8791e-05,             7.8791e-05
                    161,                  1.415,                0.88917,                0.87668,                0.19979,                0.32515,                 0.2104,                0.11863,                 1.7463,                 2.2767,                 1.0168,              7.696e-05,              7.696e-05,              7.696e-05
                    162,                 1.4289,                0.89552,                0.87941,                0.21799,                0.27021,                0.22255,                0.12737,                 1.7291,                 2.2325,                 1.0126,             7.5128e-05,             7.5128e-05,             7.5128e-05
                    163,                 1.4269,                0.90982,                0.88512,                0.25775,                0.22554,                0.22973,                0.13069,                 1.7568,                 2.2807,                 1.0149,             7.3297e-05,             7.3297e-05,             7.3297e-05
                    164,                 1.3972,                0.89775,                0.88158,                0.27395,                0.21855,                0.20104,                0.11476,                  1.742,                 2.2542,                 1.0164,             7.1466e-05,             7.1466e-05,             7.1466e-05
                    165,                 1.4549,                0.90798,                0.88227,                0.26265,                0.23052,                0.20139,                0.11012,                 1.7711,                 2.2991,                 1.0205,             6.9634e-05,             6.9634e-05,             6.9634e-05
                    166,                 1.3995,                0.87161,                0.87988,                0.24763,                0.23616,                0.19947,                 0.1117,                 1.7754,                 2.3339,                 1.0232,             6.7803e-05,             6.7803e-05,             6.7803e-05
                    167,                 1.3985,                0.86604,                0.88719,                0.21555,                 0.3291,                0.22032,                0.12377,                  1.716,                 2.2218,                  1.008,             6.5971e-05,             6.5971e-05,             6.5971e-05
                    168,                  1.409,                0.89317,                0.88386,                0.19671,                0.26434,                0.22042,                0.12246,                 1.7323,                 2.1825,                 1.0178,              6.414e-05,              6.414e-05,              6.414e-05
                    169,                 1.4154,                0.87918,                0.88342,                0.25384,                0.24225,                0.23516,                0.13471,                 1.7376,                 2.2515,                 1.0189,             6.2308e-05,             6.2308e-05,             6.2308e-05
                    170,                 1.4269,                0.88278,                0.87688,                0.25128,                0.26898,                0.23367,                0.13375,                 1.7458,                 2.2349,                 1.0206,             6.0477e-05,             6.0477e-05,             6.0477e-05
                    171,                 1.4094,                0.87138,                  0.881,                0.25343,                0.23403,                0.20238,                 0.1138,                  1.766,                 2.3224,                 1.0263,             5.8645e-05,             5.8645e-05,             5.8645e-05
                    172,                 1.3827,                0.85718,                0.87973,                0.30195,                0.21549,                0.21597,                0.11832,                 1.7415,                 2.2842,                 1.0227,             5.6814e-05,             5.6814e-05,             5.6814e-05
                    173,                 1.3982,                 0.8751,                0.88117,                0.31184,                0.21571,                0.21614,                 0.1208,                 1.7474,                 2.2849,                 1.0204,             5.4982e-05,             5.4982e-05,             5.4982e-05
                    174,                 1.3776,                0.85611,                0.88029,                0.27569,                0.23479,                 0.2102,                0.11715,                 1.7712,                  2.252,                 1.0284,             5.3151e-05,             5.3151e-05,             5.3151e-05
                    175,                 1.4011,                 0.8713,                0.87916,                0.30698,                0.21425,                0.20386,                0.11143,                 1.7672,                  2.243,                 1.0252,             5.1319e-05,             5.1319e-05,             5.1319e-05
                    176,                 1.3803,                0.85982,                0.87503,                0.26747,                0.26298,                0.21719,                0.12034,                  1.737,                  2.183,                 1.0186,             4.9488e-05,             4.9488e-05,             4.9488e-05
                    177,                 1.4018,                0.85992,                0.88082,                0.26461,                0.26812,                0.22422,                0.12607,                 1.7693,                 2.2234,                 1.0253,             4.7656e-05,             4.7656e-05,             4.7656e-05
                    178,                 1.3898,                0.85648,                0.87617,                0.32223,                0.23509,                0.21501,                0.11808,                 1.7523,                  2.153,                 1.0233,             4.5824e-05,             4.5824e-05,             4.5824e-05
                    179,                 1.4162,                0.87739,                0.88022,                0.27438,                0.24956,                0.21221,                0.11793,                 1.7769,                 2.2457,                 1.0288,             4.3993e-05,             4.3993e-05,             4.3993e-05
                    180,                 1.3905,                 0.8649,                0.87768,                 0.2897,                0.20519,                0.19757,                 0.1103,                 1.7613,                 2.2922,                 1.0275,             4.2161e-05,             4.2161e-05,             4.2161e-05
                    181,                 1.4012,                0.86995,                0.87305,                0.25711,                0.22535,                0.20325,                0.11212,                 1.7615,                 2.2887,                 1.0236,              4.033e-05,              4.033e-05,              4.033e-05
                    182,                 1.4179,                0.87614,                0.87551,                0.30824,                0.21596,                0.20989,                0.11556,                 1.7649,                 2.2566,                 1.0267,             3.8498e-05,             3.8498e-05,             3.8498e-05
                    183,                 1.3792,                0.86287,                0.88252,                0.27151,                0.24593,                 0.2104,                0.11483,                 1.7629,                 2.2179,                 1.0267,             3.6667e-05,             3.6667e-05,             3.6667e-05
                    184,                  1.393,                0.85313,                0.87587,                0.27082,                0.25342,                0.20981,                0.11357,                 1.7701,                 2.2582,                 1.0266,             3.4835e-05,             3.4835e-05,             3.4835e-05
                    185,                 1.3884,                0.84572,                0.87452,                0.25838,                0.23447,                 0.2054,                0.11368,                 1.7666,                 2.2894,                 1.0248,             3.3004e-05,             3.3004e-05,             3.3004e-05
                    186,                 1.4033,                0.85777,                0.87312,                0.26169,                0.24075,                0.20671,                0.11516,                 1.7615,                 2.2833,                 1.0225,             3.1172e-05,             3.1172e-05,             3.1172e-05
                    187,                 1.4048,                0.86204,                0.87649,                 0.2795,                0.27168,                0.20655,                0.11423,                 1.7522,                 2.2328,                 1.0213,             2.9341e-05,             2.9341e-05,             2.9341e-05
                    188,                 1.3785,                0.84399,                0.87517,                0.28042,                0.27032,                0.20709,                0.11418,                 1.7703,                 2.2609,                 1.0273,             2.7509e-05,             2.7509e-05,             2.7509e-05
                    189,                 1.3862,                0.85677,                0.87614,                0.27697,                0.26014,                0.21294,                0.11824,                 1.7514,                 2.2559,                 1.0226,             2.5678e-05,             2.5678e-05,             2.5678e-05
                    190,                 1.3754,                0.85453,                0.87569,                0.28095,                  0.262,                0.21703,                0.12027,                 1.7526,                 2.2238,                 1.0216,             2.3847e-05,             2.3847e-05,             2.3847e-05
                    191,                  1.449,                0.93229,                0.89739,                0.27016,                0.25216,                0.21626,                0.12122,                 1.7492,                 2.2088,                 1.0239,             2.2015e-05,             2.2015e-05,             2.2015e-05
                    192,                 1.4483,                0.93559,                0.89422,                0.19473,                0.27017,                0.21694,                0.12105,                 1.7773,                 2.2396,                 1.0336,             2.0184e-05,             2.0184e-05,             2.0184e-05
                    193,                 1.3877,                0.84993,                0.88008,                0.21151,                0.28745,                0.21243,                0.11815,                 1.7911,                 2.2786,                 1.0382,             1.8352e-05,             1.8352e-05,             1.8352e-05
                    194,                 1.4163,                0.86798,                 0.8853,                0.20959,                0.28833,                0.20984,                0.11504,                 1.7882,                 2.2595,                 1.0407,             1.6521e-05,             1.6521e-05,             1.6521e-05
                    195,                 1.3727,                0.82908,                0.88384,                0.20424,                0.28943,                0.20789,                0.11438,                 1.7788,                 2.2708,                 1.0381,             1.4689e-05,             1.4689e-05,             1.4689e-05
                    196,                 1.3607,                0.81895,                0.87952,                0.20426,                0.27675,                0.20549,                0.11339,                 1.7825,                 2.3015,                 1.0377,             1.2858e-05,             1.2858e-05,             1.2858e-05
                    197,                   1.37,                0.82743,                0.88533,                0.20237,                0.28627,                0.20756,                0.11447,                 1.7842,                 2.3011,                 1.0391,             1.1026e-05,             1.1026e-05,             1.1026e-05
                    198,                 1.3454,                0.81218,                0.88142,                0.20663,                0.30239,                0.20881,                0.11569,                 1.7831,                 2.2869,                  1.039,             9.1945e-06,             9.1945e-06,             9.1945e-06
                    199,                 1.3371,                0.80594,                0.88178,                0.21566,                 0.3003,                 0.2062,                0.11366,                 1.7836,                 2.2762,                  1.037,              7.363e-06,              7.363e-06,              7.363e-06
                    200,                 1.3461,                0.81208,                0.88185,                0.21183,                0.29271,                0.20785,                0.11481,                 1.7783,                 2.2876,                 1.0347,             5.5315e-06,             5.5315e-06,             5.5315e-06
