                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                  1.438,                0.88234,                0.88728,                0.20989,                0.26437,                0.21503,                0.12231,                 1.7608,                 2.3586,                 1.0229,             0.00023172,             0.00023172,             0.00023172
                    153,                 1.4411,                 0.8842,                0.88576,                0.18145,                0.24789,                 0.2094,                0.12266,                 1.7145,                 2.2812,                 1.0068,             0.00023081,             0.00023081,             0.00023081
                    154,                 1.4112,                0.85878,                0.88233,                0.21611,                0.25788,                0.22882,                0.13155,                 1.7325,                 2.2675,                 1.0082,             0.00022989,             0.00022989,             0.00022989
                    155,                 1.4282,                0.86071,                0.88454,                0.32244,                0.23117,                0.22401,                0.12562,                 1.7687,                 2.1785,                 1.0176,             0.00022897,             0.00022897,             0.00022897
                    156,                 1.4291,                0.87653,                0.88172,                0.22031,                0.26416,                0.20263,                0.11795,                 1.7745,                 2.4469,                 1.0197,             0.00022806,             0.00022806,             0.00022806
                    157,                 1.4297,                0.87414,                0.88565,                0.23275,                0.35118,                0.22995,                0.12974,                 1.7286,                 2.1782,                 1.0097,             0.00022714,             0.00022714,             0.00022714
                    158,                 1.4496,                0.89534,                0.88395,                0.20257,                0.29177,                0.20716,                0.11313,                 1.7847,                  2.281,                 1.0278,             0.00022623,             0.00022623,             0.00022623
                    159,                 1.4229,                0.87139,                0.88007,                0.21363,                0.26654,                0.21869,                0.12361,                 1.7981,                 2.2319,                 1.0214,             0.00022531,             0.00022531,             0.00022531
                    160,                 1.4354,                0.86892,                0.88532,                0.29547,                0.27293,                0.26157,                0.16468,                 1.7413,                 2.2624,                 1.0019,              0.0002244,              0.0002244,              0.0002244
                    161,                 1.4148,                0.87041,                0.87694,                0.28046,                0.22671,                0.25435,                0.15325,                 1.7339,                 2.4355,                 1.0144,             0.00022348,             0.00022348,             0.00022348
                    162,                 1.4228,                 0.8714,                 0.8802,                0.24232,                0.30386,                0.24509,                0.14264,                 1.7248,                  2.126,                 1.0132,             0.00022256,             0.00022256,             0.00022256
                    163,                 1.4219,                0.89563,                0.88445,                 0.2006,                0.22851,                 0.2137,                0.12298,                 1.8064,                 2.4388,                  1.021,             0.00022165,             0.00022165,             0.00022165
                    164,                 1.3905,                0.87156,                 0.8826,                0.22352,                  0.349,                0.27792,                0.16833,                 1.7812,                  2.213,                  1.026,             0.00022073,             0.00022073,             0.00022073
                    165,                 1.4505,                0.88046,                0.87941,                0.26595,                0.24056,                0.26728,                0.16735,                 1.7871,                 2.3823,                 1.0308,             0.00021982,             0.00021982,             0.00021982
                    166,                 1.3908,                0.83556,                0.87904,                0.25044,                0.30209,                 0.2458,                0.14107,                  1.789,                 2.1691,                 1.0277,              0.0002189,              0.0002189,              0.0002189
                    167,                 1.4014,                0.84335,                0.88985,                0.23996,                0.31714,                0.22971,                0.13735,                 1.7749,                 2.3122,                 1.0127,             0.00021799,             0.00021799,             0.00021799
                    168,                  1.419,                0.87352,                0.88357,                0.28328,                0.21738,                 0.1986,                0.10934,                 1.7785,                 2.3596,                 1.0246,             0.00021707,             0.00021707,             0.00021707
                    169,                  1.409,                 0.8598,                0.88167,                0.23384,                 0.2435,                0.19732,                0.11131,                 1.7432,                 2.4463,                 1.0209,             0.00021615,             0.00021615,             0.00021615
                    170,                  1.418,                0.85134,                 0.8751,                0.28898,                0.26753,                0.25524,                0.15078,                 1.7313,                 2.3131,                 1.0148,             0.00021524,             0.00021524,             0.00021524
                    171,                 1.3983,                0.84305,                0.87903,                0.33297,                0.24003,                0.24697,                0.14602,                 1.7661,                 2.4719,                 1.0195,             0.00021432,             0.00021432,             0.00021432
                    172,                 1.3758,                0.83539,                0.87869,                 0.3659,                0.23179,                 0.2718,                0.16247,                 1.7664,                 2.3082,                 1.0238,             0.00021341,             0.00021341,             0.00021341
                    173,                 1.3925,                0.84954,                0.88001,                 0.3025,                0.24373,                0.25778,                0.16268,                 1.8046,                 2.4558,                 1.0248,             0.00021249,             0.00021249,             0.00021249
                    174,                 1.3581,                0.82635,                0.87625,                 0.2851,                 0.2618,                0.26448,                0.16333,                   1.76,                 2.2012,                 1.0143,             0.00021158,             0.00021158,             0.00021158
                    175,                 1.3993,                0.84217,                0.87807,                 0.2844,                0.25872,                0.25301,                0.14963,                   1.78,                 2.4202,                 1.0293,             0.00021066,             0.00021066,             0.00021066
                    176,                 1.3728,                0.82188,                0.87354,                 0.2292,                0.32977,                0.26488,                0.16511,                 1.7413,                 2.2628,                 1.0127,             0.00020974,             0.00020974,             0.00020974
                    177,                 1.3895,                0.82384,                0.87908,                0.25508,                0.27032,                0.23497,                0.13426,                 1.7202,                 2.1349,                 1.0179,             0.00020883,             0.00020883,             0.00020883
                    178,                  1.389,                0.83629,                 0.8761,                0.21158,                0.32162,                0.26387,                0.16512,                 1.6922,                 2.2867,                 1.0042,             0.00020791,             0.00020791,             0.00020791
                    179,                 1.4086,                0.85098,                0.87955,                0.23359,                0.24018,                 0.2095,                0.12325,                 1.7314,                  2.501,                 1.0092,               0.000207,               0.000207,               0.000207
                    180,                 1.3867,                0.83324,                0.87865,                0.21462,                 0.3122,                0.24295,                0.14489,                 1.8039,                  2.456,                 1.0294,             0.00020608,             0.00020608,             0.00020608
                    181,                  1.394,                0.84477,                0.87235,                0.23955,                0.31156,                0.25543,                0.13776,                 1.8168,                 2.4075,                 1.0334,             0.00020516,             0.00020516,             0.00020516
                    182,                 1.4006,                0.84126,                0.87283,                0.22766,                0.31247,                 0.2288,                  0.126,                 1.8227,                 2.2351,                 1.0408,             0.00020425,             0.00020425,             0.00020425
                    183,                 1.3804,                0.83167,                0.88007,                 0.2244,                0.31781,                0.26618,                0.14598,                 1.8351,                 2.3846,                 1.0373,             0.00020333,             0.00020333,             0.00020333
                    184,                 1.3857,                0.82886,                0.87471,                0.26257,                  0.303,                0.26536,                0.15393,                 1.8541,                 2.2737,                 1.0487,             0.00020242,             0.00020242,             0.00020242
                    185,                 1.3748,                0.80926,                0.87256,                0.26065,                0.28553,                0.26477,                0.15403,                 1.8223,                 2.3212,                 1.0397,              0.0002015,              0.0002015,              0.0002015
                    186,                 1.3858,                0.81975,                0.86995,                0.27852,                0.27527,                0.25307,                0.14219,                 1.7597,                 2.2057,                 1.0296,             0.00020059,             0.00020059,             0.00020059
                    187,                 1.3885,                0.82293,                0.87426,                0.21792,                0.30694,                0.21207,                0.11843,                 1.7127,                 2.3987,                 1.0116,             0.00019967,             0.00019967,             0.00019967
                    188,                 1.3623,                0.81462,                 0.8716,                0.21908,                0.31233,                0.21713,                 0.1231,                  1.749,                 2.4073,                 1.0274,             0.00019875,             0.00019875,             0.00019875
                    189,                 1.3722,                0.81296,                0.87385,                0.21067,                0.23394,                0.20215,                0.11203,                 1.8118,                 2.4744,                 1.0292,             0.00019784,             0.00019784,             0.00019784
                    190,                  1.357,                0.81808,                0.87359,                0.29883,                0.23732,                0.26738,                0.14974,                  1.785,                 2.2042,                 1.0332,             0.00019692,             0.00019692,             0.00019692
                    191,                 1.3301,                0.79355,                0.87132,                0.20098,                 0.3024,                0.22655,                0.13001,                 1.7754,                 2.2239,                 1.0316,             0.00019601,             0.00019601,             0.00019601
                    192,                 1.3536,                0.80961,                0.86859,                0.21868,                0.31056,                0.23551,                0.13613,                 1.7768,                 2.3575,                 1.0241,             0.00019509,             0.00019509,             0.00019509
                    193,                 1.3494,                0.79933,                0.87534,                0.30915,                0.21511,                0.20095,                0.11182,                 1.7502,                 2.3989,                 1.0154,             0.00019418,             0.00019418,             0.00019418
                    194,                 1.3522,                0.80579,                0.87617,                0.28645,                0.28196,                0.26537,                0.14967,                 1.7626,                 2.3222,                 1.0178,             0.00019326,             0.00019326,             0.00019326
                    195,                 1.3442,                0.79401,                0.87612,                0.25436,                 0.2371,                0.24869,                0.14132,                 1.7993,                 2.4964,                 1.0264,             0.00019234,             0.00019234,             0.00019234
                    196,                 1.3675,                0.79958,                0.87397,                0.29898,                0.25724,                0.25054,                0.15151,                 1.7526,                 2.4422,                 1.0239,             0.00019143,             0.00019143,             0.00019143
                    197,                 1.3491,                0.79549,                0.87226,                 0.2984,                0.23907,                0.25711,                0.15218,                 1.7477,                 2.4431,                 1.0204,             0.00019051,             0.00019051,             0.00019051
                    198,                 1.3305,                0.77884,                0.87055,                0.31408,                0.24869,                0.26694,                0.16444,                  1.752,                 2.3547,                  1.018,              0.0001896,              0.0001896,              0.0001896
                    199,                 1.3276,                0.78859,                0.86986,                0.31394,                0.24739,                0.26733,                0.15931,                 1.7681,                 2.3094,                 1.0275,             0.00018868,             0.00018868,             0.00018868
                    200,                 1.3478,                0.80506,                0.87318,                 0.3286,                0.26924,                0.25966,                0.16025,                 1.7731,                 2.3186,                 1.0261,             0.00018777,             0.00018777,             0.00018777
                    201,                 1.3493,                0.79126,                0.87014,                0.38243,                0.22185,                0.25056,                0.16187,                 1.7629,                 2.3582,                 1.0248,             0.00018685,             0.00018685,             0.00018685
                    202,                 1.3542,                  0.799,                0.87469,                0.37903,                0.23136,                 0.2638,                 0.1631,                 1.7534,                 2.2909,                 1.0259,             0.00018593,             0.00018593,             0.00018593
                    203,                 1.3273,                0.77432,                 0.8703,                0.29226,                0.26227,                0.27145,                0.16937,                 1.7384,                 2.3643,                 1.0189,             0.00018502,             0.00018502,             0.00018502
                    204,                 1.3348,                0.78467,                0.86911,                0.28178,                0.27453,                0.26241,                0.15028,                 1.7644,                 2.3851,                 1.0282,              0.0001841,              0.0001841,              0.0001841
                    205,                 1.3454,                0.79924,                 0.8735,                0.28036,                0.30167,                0.27469,                0.15961,                 1.7654,                 2.2601,                 1.0142,             0.00018319,             0.00018319,             0.00018319
                    206,                  1.368,                0.80552,                0.86614,                 0.3676,                0.23657,                0.25507,                0.14431,                 1.7774,                 2.3248,                 1.0201,             0.00018227,             0.00018227,             0.00018227
                    207,                 1.3373,                0.78718,                0.87073,                0.29325,                0.27647,                0.26567,                0.15874,                  1.741,                 2.3114,                 1.0203,             0.00018136,             0.00018136,             0.00018136
                    208,                 1.3926,                0.82092,                0.87334,                0.29224,                0.26323,                0.26543,                0.15688,                 1.7882,                 2.4543,                 1.0307,             0.00018044,             0.00018044,             0.00018044
                    209,                 1.3433,                0.79183,                0.86882,                 0.2976,                0.27663,                0.27287,                0.16074,                 1.7637,                  2.315,                 1.0196,             0.00017952,             0.00017952,             0.00017952
                    210,                 1.3271,                0.78051,                 0.8694,                 0.4202,                0.24482,                0.28506,                0.16072,                 1.7639,                 2.1603,                 1.0249,             0.00017861,             0.00017861,             0.00017861
                    211,                 1.3245,                0.78315,                0.86914,                  0.212,                0.33429,                0.24775,                0.14249,                 1.7703,                 2.1961,                 1.0273,             0.00017769,             0.00017769,             0.00017769
                    212,                 1.3291,                0.76222,                0.87443,                0.25139,                0.25111,                0.26564,                0.15135,                   1.79,                 2.3399,                 1.0341,             0.00017678,             0.00017678,             0.00017678
                    213,                 1.3453,                 0.7776,                 0.8651,                0.22918,                0.31209,                0.25496,                0.14521,                 1.8109,                 2.3682,                 1.0342,             0.00017586,             0.00017586,             0.00017586
                    214,                 1.3516,                0.79441,                0.87006,                0.31942,                0.23759,                0.25727,                0.15425,                 1.8067,                  2.392,                 1.0332,             0.00017495,             0.00017495,             0.00017495
                    215,                 1.3329,                 0.7704,                0.86781,                0.33591,                 0.2432,                0.25901,                0.16129,                  1.798,                  2.389,                  1.031,             0.00017403,             0.00017403,             0.00017403
                    216,                 1.3058,                0.76111,                0.86519,                0.24718,                0.26131,                0.26214,                0.15678,                 1.7679,                 2.2751,                 1.0303,             0.00017311,             0.00017311,             0.00017311
                    217,                 1.3289,                0.77969,                0.86635,                0.26455,                 0.2767,                0.26135,                0.15453,                  1.765,                  2.253,                 1.0261,              0.0001722,              0.0001722,              0.0001722
                    218,                 1.3223,                0.77742,                0.86218,                0.30025,                0.26591,                0.26465,                0.14955,                 1.7625,                  2.376,                 1.0303,             0.00017128,             0.00017128,             0.00017128
                    219,                 1.3058,                0.76413,                0.86589,                0.27982,                 0.2763,                 0.2749,                0.16162,                 1.7715,                 2.2844,                 1.0306,             0.00017037,             0.00017037,             0.00017037
                    220,                 1.2931,                0.75026,                0.86489,                0.44954,                 0.2253,                0.26695,                0.16514,                 1.7662,                 2.3521,                 1.0275,             0.00016945,             0.00016945,             0.00016945
                    221,                 1.3054,                0.76114,                0.86375,                0.20835,                0.30257,                0.24936,                0.15013,                  1.757,                 2.4291,                 1.0272,             0.00016853,             0.00016853,             0.00016853
                    222,                  1.363,                0.80253,                0.86479,                0.18073,                0.24793,                0.20584,                0.11888,                 1.7366,                 2.4802,                 1.0203,             0.00016762,             0.00016762,             0.00016762
                    223,                 1.3203,                0.76611,                0.86785,                0.22531,                0.29453,                0.23473,                0.13608,                  1.749,                 2.3335,                 1.0281,              0.0001667,              0.0001667,              0.0001667
                    224,                 1.3205,                0.77234,                0.86527,                 0.3201,                0.25651,                0.27438,                0.15927,                 1.7789,                 2.3527,                 1.0319,             0.00016579,             0.00016579,             0.00016579
                    225,                 1.3256,                0.77704,                0.86702,                0.33352,                0.23888,                0.27485,                 0.1676,                 1.7388,                 2.3384,                 1.0218,             0.00016487,             0.00016487,             0.00016487
                    226,                 1.3237,                0.76585,                 0.8636,                0.31868,                0.25543,                0.26643,                0.16241,                 1.7539,                 2.2844,                 1.0253,             0.00016396,             0.00016396,             0.00016396
                    227,                 1.3076,                  0.774,                0.86538,                0.30317,                0.26896,                0.27787,                0.16948,                  1.748,                 2.1237,                 1.0244,             0.00016304,             0.00016304,             0.00016304
                    228,                 1.3132,                0.76349,                0.86347,                0.47997,                0.21557,                0.27847,                0.16439,                 1.7565,                 2.2301,                 1.0294,             0.00016212,             0.00016212,             0.00016212
                    229,                 1.3422,                0.77333,                0.86549,                0.33282,                0.26845,                0.27796,                0.16495,                 1.7505,                 2.2205,                 1.0296,             0.00016121,             0.00016121,             0.00016121
                    230,                 1.3176,                0.76152,                0.86059,                0.33243,                0.25569,                0.28429,                0.17484,                 1.7592,                 2.2214,                 1.0316,             0.00016029,             0.00016029,             0.00016029
                    231,                 1.3214,                0.76387,                0.86223,                   0.29,                0.28839,                0.28279,                0.16896,                 1.7573,                 2.2483,                 1.0298,             0.00015938,             0.00015938,             0.00015938
                    232,                 1.2952,                0.75405,                0.85503,                0.27511,                0.28986,                0.26746,                0.15966,                 1.7499,                 2.3015,                 1.0248,             0.00015846,             0.00015846,             0.00015846
                    233,                 1.2951,                0.74576,                0.86369,                0.26759,                0.26206,                0.26366,                0.16358,                 1.7883,                 2.3782,                 1.0326,             0.00015755,             0.00015755,             0.00015755
                    234,                 1.3056,                0.75644,                0.86387,                 0.3354,                0.21682,                0.25863,                0.15395,                 1.7541,                 2.1937,                 1.0255,             0.00015663,             0.00015663,             0.00015663
                    235,                 1.2923,                0.75546,                0.86046,                0.27404,                0.27362,                  0.267,                0.15807,                 1.7553,                  2.307,                 1.0283,             0.00015571,             0.00015571,             0.00015571
                    236,                 1.3155,                0.75889,                 0.8627,                0.30405,                0.24319,                0.26134,                0.15493,                 1.7469,                 2.3372,                 1.0283,              0.0001548,              0.0001548,              0.0001548
                    237,                 1.2778,                0.74776,                0.85501,                0.25338,                0.26086,                0.25289,                0.14769,                 1.7776,                 2.2613,                 1.0362,             0.00015388,             0.00015388,             0.00015388
                    238,                 1.2883,                0.74925,                 0.8602,                0.24982,                0.25827,                0.24568,                0.15584,                 1.7776,                 2.3534,                  1.037,             0.00015297,             0.00015297,             0.00015297
                    239,                 1.2847,                0.75183,                0.85986,                0.31816,                0.22135,                  0.257,                 0.1628,                 1.7351,                 2.3902,                 1.0211,             0.00015205,             0.00015205,             0.00015205
                    240,                 1.2882,                0.73308,                0.85946,                0.29944,                 0.2625,                0.26038,                0.16018,                 1.7358,                 2.4495,                 1.0208,             0.00015114,             0.00015114,             0.00015114
                    241,                 1.2555,                0.72678,                0.86233,                 0.2878,                0.27446,                0.27357,                0.16486,                 1.7211,                 2.2292,                 1.0152,             0.00015022,             0.00015022,             0.00015022
                    242,                 1.2866,                0.74306,                0.85917,                0.31942,                0.29551,                 0.2819,                 0.1659,                 1.7469,                 2.2221,                 1.0236,              0.0001493,              0.0001493,              0.0001493
                    243,                  1.285,                0.75093,                0.86228,                0.43622,                0.22304,                 0.2748,                0.16707,                 1.7273,                 2.2304,                  1.012,             0.00014839,             0.00014839,             0.00014839
                    244,                 1.3189,                0.75893,                0.86173,                0.28749,                0.26397,                0.26819,                0.15892,                 1.7538,                  2.219,                  1.023,             0.00014747,             0.00014747,             0.00014747
                    245,                 1.2875,                0.75123,                0.85992,                0.29121,                0.24281,                0.25255,                0.15066,                 1.7627,                 2.3359,                 1.0267,             0.00014656,             0.00014656,             0.00014656
                    246,                 1.3204,                0.76247,                0.86058,                0.26683,                0.24731,                0.25718,                0.15271,                 1.7692,                 2.2724,                 1.0327,             0.00014564,             0.00014564,             0.00014564
                    247,                 1.2742,                0.73941,                0.85815,                0.25061,                0.27626,                0.25769,                0.15202,                 1.7908,                 2.3065,                 1.0374,             0.00014473,             0.00014473,             0.00014473
                    248,                 1.2717,                0.72527,                0.86302,                0.34822,                0.25164,                0.25895,                0.14433,                 1.8213,                 2.2843,                 1.0398,             0.00014381,             0.00014381,             0.00014381
                    249,                 1.2755,                0.73114,                0.85778,                0.22883,                0.30136,                0.25575,                0.14319,                 1.8135,                 2.3244,                 1.0403,             0.00014289,             0.00014289,             0.00014289
                    250,                   1.29,                0.75192,                0.85941,                 0.2859,                0.27529,                0.27751,                0.16061,                 1.7655,                  2.285,                 1.0314,             0.00014198,             0.00014198,             0.00014198
                    251,                 1.2848,                 0.7409,                0.85976,                0.25403,                0.28589,                0.26448,                0.16478,                 1.7433,                 2.3179,                 1.0268,             0.00014106,             0.00014106,             0.00014106
                    252,                 1.2767,                0.73997,                0.85717,                0.38321,                0.24267,                0.27112,                0.16935,                 1.7439,                 2.3224,                  1.029,             0.00014015,             0.00014015,             0.00014015
                    253,                 1.2895,                0.74501,                0.86224,                0.32463,                0.25528,                0.26452,                0.15799,                 1.7692,                   2.35,                 1.0287,             0.00013923,             0.00013923,             0.00013923
                    254,                 1.2777,                0.73518,                0.85464,                0.25571,                0.29904,                0.27579,                0.16986,                 1.7545,                 2.3684,                 1.0269,             0.00013832,             0.00013832,             0.00013832
                    255,                 1.2657,                0.72964,                0.85167,                0.31485,                0.26342,                0.27427,                0.16733,                  1.764,                 2.2207,                 1.0308,              0.0001374,              0.0001374,              0.0001374
                    256,                 1.2835,                0.73728,                0.85606,                0.28994,                0.28249,                 0.2646,                0.16444,                 1.7674,                 2.3846,                 1.0235,             0.00013648,             0.00013648,             0.00013648
                    257,                 1.2728,                0.73062,                0.85602,                0.31823,                0.26847,                0.27005,                0.15782,                  1.764,                 2.3098,                 1.0269,             0.00013557,             0.00013557,             0.00013557
                    258,                 1.2506,                0.72379,                0.85603,                0.25336,                0.32671,                0.26343,                0.16409,                 1.7364,                 2.4405,                 1.0233,             0.00013465,             0.00013465,             0.00013465
                    259,                 1.2513,                0.72179,                0.85422,                0.27518,                0.27485,                0.26135,                0.16117,                 1.7285,                 2.3818,                 1.0234,             0.00013374,             0.00013374,             0.00013374
                    260,                 1.2832,                0.73336,                0.85703,                0.32844,                0.27915,                0.28411,                 0.1658,                 1.7548,                 2.2313,                 1.0293,             0.00013282,             0.00013282,             0.00013282
                    261,                 1.2652,                0.73879,                0.85256,                0.31773,                0.26833,                0.26834,                0.15722,                 1.7621,                 2.3444,                 1.0331,             0.00013191,             0.00013191,             0.00013191
                    262,                 1.2683,                0.72655,                0.85853,                 0.3565,                0.27628,                0.26777,                0.15556,                 1.7632,                 2.3083,                  1.036,             0.00013099,             0.00013099,             0.00013099
                    263,                 1.2475,                0.70953,                0.85673,                0.25784,                0.25879,                0.25953,                0.15464,                 1.7627,                 2.3235,                 1.0342,             0.00013007,             0.00013007,             0.00013007
                    264,                 1.2392,                0.71465,                0.85983,                0.24727,                0.26668,                 0.2573,                0.15416,                 1.7727,                 2.3354,                 1.0361,             0.00012916,             0.00012916,             0.00012916
                    265,                 1.2368,                0.71624,                0.86043,                 0.2728,                0.25382,                0.24557,                0.14803,                  1.779,                 2.4607,                 1.0318,             0.00012824,             0.00012824,             0.00012824
                    266,                 1.2633,                  0.722,                0.85747,                0.27216,                 0.2501,                0.24545,                0.14385,                 1.8042,                 2.4352,                 1.0406,             0.00012733,             0.00012733,             0.00012733
                    267,                 1.2527,                0.72697,                0.85816,                0.28741,                0.24525,                0.25879,                0.15245,                 1.7673,                 2.2793,                 1.0314,             0.00012641,             0.00012641,             0.00012641
                    268,                 1.2692,                0.71836,                0.85787,                0.30086,                0.26353,                0.26147,                0.15207,                 1.7633,                 2.2354,                 1.0341,             0.00012549,             0.00012549,             0.00012549
                    269,                 1.2314,                0.70501,                0.85687,                0.28991,                0.25542,                 0.2578,                0.15245,                 1.7758,                 2.3338,                 1.0332,             0.00012458,             0.00012458,             0.00012458
                    270,                 1.2257,                0.70666,                0.85222,                0.29315,                0.25723,                0.25585,                0.15152,                 1.7828,                 2.3506,                 1.0347,             0.00012366,             0.00012366,             0.00012366
                    271,                  1.275,                0.73484,                 0.8568,                0.28208,                0.26205,                0.25404,                0.15079,                 1.7843,                 2.3667,                 1.0344,             0.00012275,             0.00012275,             0.00012275
                    272,                 1.2698,                0.72345,                0.85413,                0.24892,                0.26969,                 0.2582,                0.15843,                  1.757,                 2.4129,                 1.0265,             0.00012183,             0.00012183,             0.00012183
                    273,                 1.2557,                0.71972,                0.85933,                 0.2786,                0.25312,                0.25176,                0.15747,                  1.764,                 2.4853,                 1.0293,             0.00012092,             0.00012092,             0.00012092
                    274,                 1.2316,                0.70567,                0.85741,                0.21206,                0.30005,                0.26469,                0.15568,                 1.7595,                 2.2694,                 1.0347,                0.00012,                0.00012,                0.00012
                    275,                 1.2538,                0.71855,                0.85567,                0.27982,                0.25602,                0.25904,                 0.1601,                 1.7861,                 2.3199,                 1.0378,             0.00011908,             0.00011908,             0.00011908
                    276,                 1.2324,                0.71279,                0.85249,                 0.2185,                0.30663,                0.25374,                0.14899,                 1.7976,                 2.3608,                 1.0397,             0.00011817,             0.00011817,             0.00011817
                    277,                 1.2287,                0.70058,                0.85414,                0.21958,                0.30818,                0.25954,                0.15356,                 1.7593,                 2.3291,                 1.0309,             0.00011725,             0.00011725,             0.00011725
                    278,                 1.2806,                0.73066,                0.85665,                0.30124,                0.24066,                0.26034,                0.15309,                 1.7627,                   2.32,                 1.0297,             0.00011634,             0.00011634,             0.00011634
                    279,                 1.2321,                0.70474,                0.85222,                0.30473,                0.26834,                0.25712,                0.15747,                 1.7529,                 2.3263,                 1.0248,             0.00011542,             0.00011542,             0.00011542
                    280,                 1.2395,                0.70753,                0.85663,                0.30441,                0.25021,                0.26455,                0.15497,                 1.7622,                 2.3227,                 1.0285,             0.00011451,             0.00011451,             0.00011451
                    281,                 1.2479,                0.72078,                0.85605,                0.29894,                 0.2821,                  0.266,                0.15558,                 1.7671,                 2.3179,                 1.0256,             0.00011359,             0.00011359,             0.00011359
                    282,                 1.2716,                0.72173,                0.85235,                0.32293,                0.26514,                0.26726,                0.15846,                 1.7795,                 2.3055,                 1.0325,             0.00011267,             0.00011267,             0.00011267
                    283,                 1.2129,                0.70313,                0.85577,                0.30717,                0.25995,                0.26849,                 0.1609,                 1.7566,                 2.3261,                 1.0268,             0.00011176,             0.00011176,             0.00011176
                    284,                 1.2507,                0.72031,                0.85651,                0.26523,                0.28392,                0.25909,                0.14806,                   1.76,                  2.332,                 1.0338,             0.00011084,             0.00011084,             0.00011084
                    285,                 1.2476,                0.72202,                0.85332,                0.26602,                0.25455,                0.24797,                0.14212,                 1.7812,                 2.4019,                 1.0356,             0.00010993,             0.00010993,             0.00010993
                    286,                 1.2552,                0.71097,                0.85351,                0.21608,                0.26269,                0.22066,                0.12604,                 1.7888,                 2.3565,                 1.0435,             0.00010901,             0.00010901,             0.00010901
                    287,                 1.2345,                0.70812,                0.85241,                0.25579,                0.24109,                0.25685,                0.15233,                  1.779,                 2.2889,                 1.0413,              0.0001081,              0.0001081,              0.0001081
                    288,                 1.2291,                0.70891,                0.85596,                0.25196,                0.29261,                0.25921,                0.15417,                 1.7833,                  2.336,                 1.0375,             0.00010718,             0.00010718,             0.00010718
                    289,                  1.218,                0.70274,                0.85212,                0.25556,                0.26208,                 0.2608,                0.15637,                 1.7694,                 2.3465,                 1.0329,             0.00010626,             0.00010626,             0.00010626
                    290,                 1.2315,                0.70499,                0.85531,                0.25415,                0.33345,                0.26675,                0.15655,                 1.7651,                 2.3009,                  1.027,             0.00010535,             0.00010535,             0.00010535
                    291,                 1.2424,                0.71033,                0.85056,                0.23893,                0.28264,                0.26247,                0.14717,                 1.7847,                 2.3803,                  1.035,             0.00010443,             0.00010443,             0.00010443
                    292,                   1.21,                 0.6966,                0.85052,                0.23399,                0.29944,                0.26136,                0.15396,                 1.7851,                 2.3346,                 1.0358,             0.00010352,             0.00010352,             0.00010352
                    293,                 1.1983,                0.67643,                0.85011,                0.26609,                0.26851,                0.26986,                0.16025,                 1.7803,                 2.2763,                  1.037,              0.0001026,              0.0001026,              0.0001026
                    294,                 1.2023,                0.69453,                0.85084,                0.28818,                0.25767,                0.27344,                0.16823,                 1.7633,                 2.2609,                 1.0317,             0.00010169,             0.00010169,             0.00010169
                    295,                 1.2255,                0.69425,                0.84868,                0.30338,                0.25739,                0.26953,                0.15939,                 1.7604,                  2.274,                 1.0289,             0.00010077,             0.00010077,             0.00010077
                    296,                 1.1892,                0.67284,                0.84706,                 0.2691,                0.28916,                0.27323,                0.16679,                 1.7542,                 2.2022,                 1.0238,             9.9854e-05,             9.9854e-05,             9.9854e-05
                    297,                 1.2315,                 0.6968,                0.85169,                0.27665,                0.27503,                0.26767,                0.15669,                 1.7711,                 2.2096,                 1.0355,             9.8938e-05,             9.8938e-05,             9.8938e-05
                    298,                 1.2369,                0.69801,                0.85294,                0.28733,                0.27599,                0.26503,                0.15659,                 1.7808,                 2.3249,                 1.0342,             9.8022e-05,             9.8022e-05,             9.8022e-05
                    299,                 1.2071,                0.68913,                0.84633,                0.26836,                0.28801,                0.26105,                0.15554,                 1.7567,                 2.3292,                 1.0264,             9.7107e-05,             9.7107e-05,             9.7107e-05
                    300,                 1.2537,                0.70331,                0.85049,                0.27519,                0.26982,                0.26674,                0.16392,                 1.7746,                 2.3315,                 1.0371,             9.6191e-05,             9.6191e-05,             9.6191e-05
                    301,                 1.2269,                0.69968,                0.85328,                0.27786,                0.26285,                0.26191,                0.16276,                 1.7786,                 2.2388,                 1.0368,             9.5275e-05,             9.5275e-05,             9.5275e-05
                    302,                 1.2157,                 0.6925,                0.84893,                 0.2416,                0.29491,                0.23805,                0.13826,                 1.7565,                 2.1766,                 1.0322,             9.4359e-05,             9.4359e-05,             9.4359e-05
                    303,                 1.2337,                0.70144,                 0.8535,                0.25104,                0.29823,                0.27264,                 0.1664,                 1.7437,                  2.219,                 1.0275,             9.3444e-05,             9.3444e-05,             9.3444e-05
                    304,                 1.2171,                0.68798,                0.85312,                0.26155,                0.29345,                0.26582,                 0.1612,                 1.7679,                 2.2952,                 1.0354,             9.2528e-05,             9.2528e-05,             9.2528e-05
                    305,                 1.2102,                0.68479,                0.84857,                0.30523,                0.26247,                0.26629,                0.15551,                 1.7715,                 2.3077,                 1.0361,             9.1612e-05,             9.1612e-05,             9.1612e-05
